verse_number,english_verse,translation_verse
6,The young man replied: I was on Mount Gilboa and saw King Saul leaning on his spear. The enemy's war chariots and cavalry were closing in on him.,"Na aberandeɛ bɔ ɔɔbɔle amaneɛ ne buale kyɛ, “Ngɔ mvitele Gilboa bokaa ne aso, na mvum nu, nwuni kyɛ Sɔɔlo kisa ye pealɛɛ ne. Sɔ mmerɛ ne, né teaseɛnam mɔ ne pɔngɔhanɛfoɛ mɔ bafoa ye bapingye ye."
7,"When he turned around and saw me, he called me over. I went and asked what he wanted.","Ɔpɛle ye nye neane nziɛ, onwuni me, na ɔfrɛle me. Na nzurole kyɛ, ‘Me ɛhe’."
8,"Saul asked me, “Who are you?” “An Amalekite,” I answered.","Na obisale me kyɛ, ‘Wɔ nwa ɛne’? Na mmuale ye kyɛ, ‘Nde Amalɛkeniɛ.’"
9,"Then he said, “Kill me! I'm dying, and I'm in terrible pain.”","Yeɛ osele me kyɛ, ‘Bra me nwo wa baahu me; ofikyɛ m’ahone te, nakoso mennwu.’"
10,"So I killed him. I knew he was too badly wounded to live much longer. Then I took his crown and his arm-band, and I brought them to you, Your Majesty. Here they are.","Yiti ngɔle ye nwo berɛ ngɔ nguni ye, ofikyɛ, kyɛbɔ né osi la berɛ ne, nwuni kyɛ ongonya ngoa. Me mene, nduli ye abotire ne, yeɛ nyele ye bati kaa ne, na mafa mawa wa kyɛ méfa mebrɛ wɔ.”"
12,"They cried all day long and would not eat anything. Everyone was sad because Saul, his son Jonathan, and many of the Lord's people had been killed in the battle.","Bɛbɔle awuye besuni, na bɛhyele hɔen toonn maa oodwuli nɔsoa, ɔnate Sɔɔlo ne ɔwa Yonatan wue, ɔne AWURADE koɛhonɛfoɛ nemɔ wue ti, yeɛ Yisrael awuro ama ti, ofikyɛ batotɔ ngrandɛ noa."
13,"David asked the young man, “Where is your home?” The man replied, “My father is an Amalekite, but we live in Israel.”","Na Dawide sele aberandeɛ bɔ ɔɔbɔle ye amaneɛ ne kyɛ, “Efi nisua?” Obuale kyɛ, “Amalɛkeniɛ ɛwɔfoɛ bie bɔ ɔne Yisraelfoɛ baatena ɔ, ɔwa ole me.”"
16,"David said to him, “Why weren't you afraid to kill the Lord's chosen king? And you even told what you did. It's your own fault that you're going to die!” Then David told one of his soldiers, “Come here and kill this man!” David Sings in Memory of Saul","Na Dawide sele ye kyɛ, “Wɔ mogya kɔbɔ wɔ bɔbɔ wɔ ti so, ofikyɛ wɔ bɔbɔ ato wɔ noa nu tui aha abua wɔ nwo fɔ kyɛ, ‘Me yeɛ nguni sona bɔ AWURADE apopa ye ngoo ne ɔ.’ ”"
17,"David sang a song in memory of Saul and Jonathan,",Na Dawide tole aworabɔlɛ dwein he fa suni Sɔɔlo ne ɔwa Yonatan.
18,"and he ordered his men to teach the song to everyone in Judah. He called it “The Song of the Bow,” and it can be found in The Book of Jashar. This is the song:","Ɔhyɛle kyɛ edwein bɔ bɛfrɛ ye Agyaen nwo Dwein ne, behyire Yudafoɛ. Na bahyerɛ ye wɔ Yasa Nwomaa ne anu kyɛ,"
19,"Israel, your famous hero lies dead on the hills, and your mighty warriors have fallen!","“O Yisrael, w’animnyam mɔ yeɛ bahu bɛ bagua asɔneyɛɛ mɔ so dɔ ye! Yieee, katakyie mɔ baho batɔ!"
20,Don't tell it in Gath or spread the news on the streets of Ashkelon. The godless Philistine women will be happy and jump for joy.,"Nnɛma ɛmɔbɔ so wɔ Gate, nnɛma ɛmɔbɔ ye nwo dawure wɔ Asekelɔn dwaaso; ɛmɔbɔ so a, Filisti mmrasua koli ahurusi, na mmenia bɔ bɛmbɛ bɛ bienzua ne, bɛ mmrasua nye kɔgye."
21,"Don't let dew or rain fall on the hills of Gilboa. Don't let its fields grow offerings for God. There the warriors' shields were smeared with mud, and Saul's own shield was left unpolished.","“Ao, Gilboa mmokaa, ɛmɔ, esue ngɔtɔ anaa bosue ngogua ɛmɔ so ko, yeɛ ndire ngofifi ɛmɔ so! Ofikyɛ bagua anwoserɛfoɛ akokyɛm nyunu ase wɔ berɛ. Yieee, bɛngɔpopa Sɔɔlo akokyɛm ngoo ko."
22,"The arrows of Jonathan struck, and warriors died. The sword of Saul cut the enemy apart.","“Me ngome oo! Yonatan agyaen anza amma mbaen, bɔ yeɛ ɔngɔma mmenia ngɔtotɔ ɔ, bɔ ongohwi anwoserɛfoɛ bɛ loe ngogua ɔ; yieee, Sɔɔlo ngrandɛ anza amma nzanza."
23,"It was easy to love Saul and Jonathan. Together in life, together in death, they were faster than eagles and stronger than lions.","“Sɔɔlo ne Yonatan, anwonyemenefoɛ bɔ mmenia kuro bɛ dwirɛ ɔ! Bɛ ngoa nu oo, bɛ wue nu oo, b’afia andete. Né bɛ nwo yɛ nyera tra kɔleɛ, bɛ nwo yɛ se tra gyata."
24,"Women of Israel, cry for Saul. He brought you fine red cloth and jewelry made of gold.","“O Yisrael mmrasua, ɛ́mɔsu Sɔɔlo! Ye yeɛ ɔmane ɛmɔ kende kɔkorɛ nyemenenyemene maa ɛmɔherale ɔ, bɔ ɔfale sikaa kɔkorɛ mbembenanneɛ maa ɛmɔsiesiele ɛmɔ nwo ɔ."
25,"Our warriors have fallen in the heat of battle, and Jonathan lies dead on the hills of Gilboa.","“Yieee, katakyie mɔ baho batɔ wɔ koɛ nu! Me ngome oo! Yonatan aho atɔ wɔ w’asɔneyɛɛ mɔ so."
26,"Jonathan, I miss you most! I loved you like a brother. You were truly loyal to me, more faithful than a wife to her husband.","O, nniɛma Yonatan, wɔ ti me wora abɔ; né mekuro wɔ dwirɛ paa, kyɛbɔ esi hurole me dwirɛ ne ɔyɛ nwanwa, na ɔtra ehurolɛ bɔ ofi mmrasua berɛ ɔ."
27,"Our warriors have fallen, and their weapons are destroyed.","“Yieee, katakyie mɔ baho batɔ, na akodeɛ mɔ asɛkye!”"
1,"Later, David asked the Lord, “Should I go back to one of the towns of Judah?” The Lord answered, “Yes.” David asked, “Which town should I go to?” “Go to Hebron,” the Lord replied.","Ɛhe asi ne, Dawide bisale AWURADE kyɛ, “Aso ngɔ Yuda nguro nemɔ ko aso anaa?” Na AWURADE buale ye kyɛ, “Yoo, kɔ.” Yeɛ Dawide sa bisale kyɛ, “Bɛ nu beni yeɛ ngɔ so ɔ?” Na obuale kyɛ, “Hebron.”"
2,"David went to Hebron with his two wives, Ahinoam and Abigail. Ahinoam was from Jezreel, and Abigail was the widow of Nabal from Carmel.","Yiti Dawide ne ɔye nyɔ nemɔ bɛhɔle berɛ. Bɛ ole Ahinoam bɔ ofi Yesreel, yeɛ Abigail bɔ ofi Kamɛl bɔ ɔte Nabal kunaniɛ ne."
3,David also told his men and their families to come and live in the villages near Hebron.,"Dawide fale mmienzua bɔ ɔne bɛ nate ne koso bokale ye nwo so; bɛ nu biala ne ye awuro ama, na bɛɛtenane Hebron nwo nguro nemɔ anu."
4,"The people of Judah met with David at Hebron and poured olive oil on his head to show that he was their new king. Then they told David, “The people from Jabesh in Gilead buried Saul.”","Afei Yuda mmienzua wale bɛɛpopale Dawide ngoo, na bɛfale ye besili Yuda awuro ama so hene wɔ berɛ. Mmerɛ bɔ bɛbɔle Dawide amaneɛ kyɛ Yabese Gileadefoɛ yeɛ besiele Sɔɔlo nen,"
5,"David sent messengers to tell them: The Lord bless you! You were kind enough to bury Saul your ruler,","Dawide tuli ɛbɔfoɛ mɔ maa bɛhɔle Yabese Gileadefoɛ berɛ beesele bɛ kyɛ, “AWURADE yira ɛmɔ, kyɛ ɛmɔahyire ɔdɔ bama ɛmɔ mene Sɔɔlo, ná ɛmɔasie ye ɔ."
6,and I pray that the Lord will be kind and faithful to you. I will be your friend because of what you have done.,"Mesrɛ kyɛ, AWURADE ɔye ye ɔdɔ pindinn ne ye nahorɛlilɛ ali ohyire ɛmɔ. Na me koso, bɔ ɛmɔayɔ ye, ngɔfa ye nwo akatuaa ngɔma ɛmɔ."
7,"Saul is dead, but the tribe of Judah has made me their king. So be strong and have courage. Ishbosheth Becomes King of Israel","Yiti ɛ́mɔgyina pindinn ná ɛ́mɔmia ɛmɔ nye; ofikyɛ ɛmɔ mene Sɔɔlo awu, na Yuda awuro ama bapopa me ngoo bafa me bali bɛ so hene.” Abenɛ fa Yisbosɛte di Yisrael so hene"
8,Abner the son of Ner had been the general of Saul's army. He took Saul's son Ishbosheth across the Jordan River to Mahanaim,"Nakoso Sɔɔlo safohene Abenɛ, bɔ ɔse ole Nɛɛ ne, ɔfale Sɔɔlo awa Yisbosɛte wale Mahanaim."
9,"and made him king of Israel, including the areas of Gilead, Asher, Jezreel, Ephraim, and Benjamin.","Ɔfale ye sili Gileade, Asurifoɛ, Yesreel, Efraim, Benyamin ne Yisrael mukoraa so hene."
11,and he ruled from Hebron for seven and a half years. The War between David and Ishbosheth,Na Dawide lili Yuda awuro ama so hene wɔ Hebron afoɛ nzoo ne bue. Koɛ tɔ Yisrael ne Yuda b’afia
12,"One day, Abner and the soldiers of Ishbosheth left Mahanaim and went to Gibeon.",Nɛɛ awa Abenɛ ne Sɔɔlo awa Yisbosɛte ye somvoɛ mɔ befili Mahanaim bɛhɔle Gibeon.
13,"Meanwhile, Joab the son of Zeruiah was leading David's soldiers, and the two groups met at the pool in Gibeon. Abner and his men sat down on one side of the pool, while Joab and his men sat on the other side.","Yeɛ Seruya awa Yoabo ne Dawide somvoɛ mɔ koso bɛboaboale bɛ noa beeyiale bɛ wɔ Gibeon ɛkwaa ne anwo. Abenɛ ne ye lɔen begyinane ɛkwaa ne bue ko, yeɛ Yoabo ne ye lɔen koso begyinane ɛkwaa ne bue ko."
14,"Abner yelled to Joab, “Let's get some of our best soldiers to stand up and fight each other!” Joab agreed,","Na Abenɛ to manene Yoabo kyɛ, “Ma mmerandeɛ nemɔ bedwɔso bɛho wɔ yɛ nyunu wa.” Yeɛ Yoabo buale kyɛ, “Maa bɛfa bɛbɔ so e!”"
15,and twelve of Ishbosheth's men from the tribe of Benjamin got up to fight twelve of David's men.,"Yiti bedwɔsole maa bɛhale bɛ. Benyamin abusua ne Sɔɔlo awa Yisbosɛte bɛ koɛhonɛfoɛ ne, bɛte buru ne nyɔ, yeɛ Dawide mmenia mɔ koso bɛ deɛ buru ne nyɔ."
16,They grabbed each other by the hair and stabbed each other in the side with their daggers. They all died right there! That's why the place in Gibeon is called “Field of Daggers.”,"Bɛfa bɛbɔle so, na bɛ nu ko biala sɔle obiɛngo ti mane ye wora ɔsɔle ye deɛ. Na ebiala fale ngrandɛ wɔle obiɛngo mvenu mane ye wora ɔwɔle ye bie. Na bɛ mukoraa bɛte beguale aseɛnwo berɛ bewuwuli. Yiti nekaa bɔ ɛhe sili wɔ Gibeon ne, bɛfrɛ berɛ Helkate Hasurim."
17,"Then everyone started fighting. Both sides fought very hard, but David's soldiers defeated Abner and the soldiers of Israel.","Koɛ ne noa yɛle se sɔ kyẽa ne, na Dawide mmenia nemɔ lili Abenɛ ne Yisrael mmenia ne aso ngonim."
18,"Zeruiah's three sons were there: Joab, Abishai, and Asahel. Asahel could run as fast as a deer in an open field,","Seruya mma mmienzua nza nemɔ, bɔ bɛ ole Yoabo, Abisae ne Asahel ne, né bɛwɔ berɛ bie. Né Asahel tu amirika te kyɛ ɛwanzane."
20,"When Abner turned and saw him, he said, “Is that you, Asahel?” Asahel answered, “Yes it is.”","Yeɛ Abenɛ pɛle ye nye nziɛ sele kyɛ, “Asahel, wɔ ɛne?” Na obuale kyɛ, “Yoo, me ɔ.”"
21,"Abner said, “There are soldiers all around. Stop chasing me and fight one of them! Kill him and take his clothes and weapons for yourself.” But Asahel refused to stop.","Na Abenɛ sele ye kyɛ, “Yakyi me foalɛ. Fa wɔ nye kyire famaa so anaa bɛen so, ná kye mmerandeɛ nemɔ nu ko de ye nwo koɛ nu nzesadeɛ ne.” Nakoso Asahel anyakyi ye foalɛ."
22,"Abner said, “If you don't turn back, I'll have to kill you! Then I could never face your brother Joab again.”","Yeɛ Abenɛ sele Asahel bieku kyɛ, “Yakyi me foalɛ. Nzu ati yeɛ ɛpena kyɛ meku wɔ ɔ? Sɛ meku wɔ a, aso ngɔhora eliɛma Yoabo nyunu nea?”"
23,"But Asahel would not turn back, so Abner struck him in the stomach with the back end of his spear. The spear went all the way through and came out of his back. Asahel fell down and died. Everyone who saw Asahel lying dead just stopped and stood still.","Nakoso Asahel anyakyi ye foalɛ. Yiti Abenɛ fale ye pealɛɛ ne bo wɔle Asahel kunu maa ofitele ye si. Na owu tɔle berɛ ala. Na ebiala bɔ oodwuli nekaa bɔ Asahel ho tɔle ne, ogyinane berɛ konn."
24,"But Joab and Abishai went after Abner. Finally, about sunset, they came to the hill of Ammah, not far from Giah on the road to Gibeon Desert.","Nakoso Yoabo ne Abisae hɔle so foane Abenɛ. Na eyia kwaatɔ ne, beedwuli Amma pambaa bɔ ɔwɔ Gia ndendeneɛ so ne aso. Ɔwɔ Gibeon ɛserɛ so atee ne aso."
25,"Abner brought the men of Benjamin together in one group on top of a hill, and they got ready to fight.","Benyaminfoɛ nemɔ boale bɛ noa beegyinane Abenɛ si bɛyɛle fekue ko, na beegyinane pambaa bie ti afia."
26,"Abner shouted to Joab, “Aren't we ever going to stop killing each other? Don't you know that the longer we keep on doing this, the worse it's going to be when it's all over? When are you going to order your men to stop chasing their own relatives?”","Yeɛ Abenɛ teane nu sele Yoabo kyɛ, “Aso odi kyɛ yɛkɔ so yɛfa ngrandɛ yɛdi yɛ nwo awue anaa? Aso ɛnze kyɛ ɔkɔfa ɛpɔen kɔwa ɔ? Ɛkɔmaa okoodwu kyinzu koraka né ama wɔ lɔen ne bayakyi b’eliɛma mɔ foalɛ?”"
27,"Joab shouted back, “I swear by the living God, if you hadn't spoken, my men would have chased their relatives all night!”","Na Yoabo buale kyɛ, “Meta AWURADE ndaen kyɛ, sɛ anga sɔ dwirɛ ne a, ahaa koɛhonɛfoɛ nemɔ kɔhɔ so kɔfoa b’eliɛma nemɔ toonn kɔma aleɛ kɔhye.”"
28,"Joab took his trumpet and blew the signal for his soldiers to stop chasing the soldiers of Israel. At once, the fighting stopped.","Yiti Yoabo huli totorobɛndo ne, na koɛhonɛfoɛ nemɔ gyinane. Bamvoa Yisrael koɛhonɛfoɛ nemɔ ko, yeɛ bɛ ne bɛ ango ko."
29,Abner and his troops marched through the Jordan River valley all that night. Then they crossed the river and marched all morning until they arrived back at Mahanaim.,"Abenɛ ne ye lɔen ne natele sɔ kɔngɔen ne toonn wɔ Yɔɔdan bɔnza ne anu. Bɛpɛle asue Yɔɔdan, na bɛfale Bitron amukoraa kɔpem kyɛ beedwuli Mahanaim ɔ."
30,"As soon as Joab stopped chasing Abner, he got David's troops together and counted them. There were","Yoabo yakyili Abenɛ foalɛ sale ye si. Na ɔmane ye koɛhonɛfoɛ ne amukoraa bɛboale bɛ noa nen, onwuni kyɛ Dawide koɛhonɛfoɛ nemɔ, asora Asahel wue ne, bɛ nu buru ne ngona bɛnne berɛ bie."
32,Joab and his troops carried Asahel's body to Bethlehem and buried him in the family burial place. Then they marched all night and reached Hebron before sunrise.,"Na Yoabo ne koɛhonɛfoɛ nemɔ bɛɛfale Asahel besiele ye wɔ ye baba asieleɛ ne anu wɔ Betlehem. Bɛnatele kɔngɔen ne toonn, na beedwuli Hebron ne, né aleɛ ahye."
6,"As the war went on between the families of David and Saul, Abner was gaining more power than ever in Saul's family.","Mmerɛ bɔ koɛ tɔle Sɔɔlo awuro ama ne Dawide awuro ama b’afia ne, Abenɛ mane ye dibea wɔ Sɔɔlo sasofoɛ nu hɔle anwuro."
7,"He had even slept with a wife of Saul by the name of Rizpah the daughter of Aiah. But Saul's son Ishbosheth told Abner, “You shouldn't have slept with one of my father's wives!”","Sɔɔlo te ase ne, né ye sómaa bie dumaa li Risipa. Ɔte Aya awa brasua. Na Yisbosɛte fa sili Abenɛ nyunu kyɛ, “Nzu ati yeɛ ɛne me baba sómaa ne bala ɔ?”"
8,"Abner was very angry because of what Ishbosheth had said, and he told Ishbosheth: Am I some kind of worthless dog from Judah? I've always been loyal to your father's family and to his relatives and friends. I haven't turned you over to David. And yet you talk to me as if I've committed a crime with this woman.","Yisbosɛte noa dwirɛ ne mane Abenɛ ahone huli paa maa ɔhane kyɛ, “Ɛnwa nzɛ nde kyea hɔ ɔ, bɔ mefa me ngoa meto serewa wɔ Yuda sa nu ɔ? Ɔbaadwu ɛnɛ ye, mali nahorɛ mama wɔ baba Sɔɔlo sasofoɛ, oliɛma mɔ ne ye damvo mɔ. Manye wɔ mamma Dawide. Nakoso afei de, braa he anwo kwaadu yeɛ ɛfa bɔ me ɔ."
9,I ask God to punish me if I don't help David get what the Lord promised him!,"Nea, ndaen bɔ AWURADE ta hyirele Dawide nen, sɛ manyɔ sɔ ala mamma Dawide a, Nyameɛ otua me Abenɛ so kerɛ piri paa!"
10,"God said that he wouldn't let anyone in Saul's family ever be king again and that David would be king instead. He also said that David would rule both Israel and Judah, all the way from Dan in the north to Beersheba in the south.","Ɔtale ndaen kyɛ, ɔkɔye ahennie ne kofi Sɔɔlo awuro, ná wama Dawide ali Yisrael ne Yuda so hene, fite Dan bɔ ɔkwaadwu Beɛ Hyeba.”"
11,Ishbosheth was so afraid of Abner that he could not even answer.,"Né Yisbosɛte suro Abenɛ, yiti wangora wanga sɔ edwirɛ ne anwo hwee ko."
12,"Abner sent some of his men to David with this message: “You should be the ruler of the whole nation. If you make an agreement with me, I will persuade everyone in Israel to make you their king.”","Afei Abenɛ tuli ɛbɔfoɛ mɔ maa bɛhɔle Dawide berɛ wɔ Hebron beesele ye kyɛ, “Nwa yeɛ maen ye wura ye bo ɔ? Maa yɛyɛ apam, na ngɔboka wɔ maa Yisrael amukoraa bɛkɔwa wɔ bue nu.”"
13,"David sent this message back: “Good! I'll make an agreement with you. But before I will even talk with you about it, you must get Saul's daughter Michal back for me.”","Na Dawide buale kyɛ, “Yoo, mate; me ne wɔ yɛkɔyɛ apam. Nakoso nikyee ko yeɛ mepena kyɛ ɛyɔ ma me ɔ. Ye ole kyɛ, nnɛba me nyunu, sɛ ɛ́ba me nyunu a, sana ɛfa Sɔɔlo awa brasua Mikal ɛboka wɔ nwo so ɛne ye bɛba.”"
14,David sent a few of his officials to Ishbosheth to give him this message: “Give me back my wife Michal! I killed,"Na Dawide tuli mmenia maa bɛhɔle Sɔɔlo awa Yisbosɛte berɛ beesele ye kyɛ, “Me ye Mikal bɔ mvale Filistifoɛ ɛyaa ko bɛ bienzua noa nwomaa nyɛle ye nwo nningyein ne, fa me nikyee ma me.”"
15,"Ishbosheth sent some of his men to take Michal away from her new husband, Paltiel the son of Laish.",Na Yisbosɛte tuli mmenia maa beelele Mikal befili ohu Paltiɛl bɔ ɔse ole Layise ne berɛ bɛwale.
16,"Paltiel followed Michal and the men all the way to Bahurim, crying as he walked. But he went back home after Abner ordered him to leave.","Nakoso ohu Paltiɛl fale esuɛ natele lili ye si toonn oodwuli Bahurim. Yeɛ Abenɛ sele ye kyɛ, “Sa wɔ si kɔ!” Na osale ye si."
17,"Abner talked with the leaders of the tribes of Israel and told them, “You've wanted to make David your king for a long time now.","Na Abenɛ ne Yisrael mbanyi belili ngitahoɛ kyɛ, “Ɛmɔyɛle kyɛ ɛmɔpena Dawide maa odi ɛmɔ so hene ɔ wahyɛ."
18,"So do it! After all, God said he would use his servant David to rescue his people Israel from their enemies, especially from the Philistines.”","Bekye yeɛ mmerɛ ne adwu ɔ, ofikyɛ AWURADE ahyɛ Dawide bɔ kyɛ, ‘Ngɔfa me somvoɛ Dawide so yeɛ ngole me mmenia Yisrael ngofi Filistifoɛ sa nu, ɔne bɛ pɔfoɛ amukoraa bɛ sa nu ɔ.’ ”"
19,"Finally, Abner talked with the tribe of Benjamin. Then he left for Hebron to tell David everything that the tribe of Benjamin and the rest of the people of Israel wanted to do.","Abenɛ ne Benyaminfoɛ koso belili ngitahoɛ. Afei Abenɛ hɔle Hebron, kyɛ nikyee biala bɔ Yisrael ne Benyamin sasofoɛ amukoraa bale bato nu kyɛ bɛkɔyɔ ne, ɔkwaafa ye nwo amaneɛ ɔbɔ Dawide."
20,"soldiers with him, and when they got to Hebron, David gave a big feast for them.","Abenɛ ne mmenia aburanyɔ wale Dawide berɛ wɔ Hebron, na Dawide tole poen mane Abenɛ ne mmenia bɔ bɛboka ye so ne."
21,"After the feast, Abner said, “Your Majesty, let me leave now and bring Israel here to make an agreement with you. You'll be king of the whole nation, just as you've been wanting.” David told Abner he could leave, and he left without causing any trouble. Joab Kills Abner","Na Abenɛ sele Dawide kyɛ, “Nana, me mene, maa ngɔmmoaboa Yisrael amukoraa bɛ noa ma wɔ. Bɛ ne wɔ kɔyɛ apam, na ekoli ebiala so hene kyɛbɔ ɛpena ɔ.” Na Dawide ne Abenɛ lili ngraa maa osili nu hɔle asomdwee nu. Yoabo ku Abenɛ"
22,"Soon after Abner had left Hebron, Joab and some of David's soldiers came back, bringing a lot of things they had taken from an enemy village.","Wangyɛ biala, Dawide koɛhonɛfoɛ nemɔ ne Yoabo befili apaabɔlɛ nu wale, na bɛfale koɛ nu nzesadeɛ pee bɛwale. Sɔ mmerɛ ne, né Abenɛ ɔnne Dawide berɛ wɔ Hebron, ofikyɛ Dawide ne ye lili ngraa maa ɔhɔle asomdwee nu."
