verse_number,english_verse,translation_verse
7,"Finally, they said, “The God of Israel did this. He is the one who caused all this trouble for us and our god Dagon. We've got to get rid of this chest.”","Bere a Asdodfo huu asɛm a aba no, wɔkae se, “Yɛrentumi mma Onyankopɔn Apam Adaka no ntena yɛn nkyɛn. Otia yɛn! Ɔbɛsɛe yɛn ne yɛn nyame, Dagon nyinaa.”"
8,"The people of Ashdod invited all the Philistine rulers to come to Ashdod, and they asked them, “What can we do with the sacred chest that belongs to the God of Israel?” “Send it to Gath,” the rulers answered. But after they took it there,","Enti wɔfrɛɛ Filistifo nkuropɔn anum mu asodifo nyinaa bisaa wɔn se, “Dɛn na yɛnyɛ Israel Nyankopɔn Apam Adaka yi?” Asodifo no susuw asɛm no ho na wobuae se, “Momfa Israel Nyankopɔn Apam Adaka no nkɔ Gat.” Enti wɔde Onyankopɔn Apam Adaka no kɔɔ Gat."
9,"the Lord made sores break out on everyone in town. The people of Gath were frightened,","Nanso Bere a Onyankopɔn Apam Adaka no duu Gat no, Awurade maa pɔmpɔ bobɔɔ kurow no mufo, mpanyin ne mmofra, na wosuroo yiye."
10,"so they sent the sacred chest to Ekron. But before they could take it through the town gates, the people of Ekron started screaming, “They've brought the sacred chest that belongs to the God of Israel! It will kill us and our families too!” The Philistines Send Back the Sacred Chest","Enti wɔde Onyankopɔn Apam Adaka no kɔɔ Ekron kuropɔn mu, na wɔde rewura hɔ no, Ekronfo no suu se, “Wɔde Israel Nyankopɔn Apam Adaka no reba yɛn nkyɛn de abekunkum yɛn nso.”"
11,"The people of Ekron called for another meeting of the Philistine rulers and told them, “Send this chest back where it belongs. Then it won't kill us.” Everyone was in a panic, because God was causing a lot of people to die,","Enti nnipa no frɛɛ Filistifo asodifo no nyinaa, srɛɛ wɔn se, “Monsan mfa Onyankopɔn Apam Adaka no mfi ha nkɔ ne man mu, anyɛ saa a, ebekunkum yɛn nyinaa.” Saa bere no na ɔyaredɔm a efi Onyankopɔn nkyɛn no afi ase dedaw ama huboa abɛtɔ kuropɔn no so."
12,and those who had survived were suffering from the sores. They all cried to their gods for help.,"Wɔn a wɔanwuwu no, wɔmaa pɔmpɔ bobɔɔ wɔn. Na agyaadwotwa baa baabiara."
1,"After the sacred chest had been in Philistia for seven months,",Awurade Apam Adaka no dii Filistifo asase so asram ason.
2,"the Philistines called in their priests and fortunetellers, and asked, “What should we do with this sacred chest? Tell us how to send it back where it belongs!”","Na Filistifo no frɛɛ wɔn asɔfo ne wɔn asamanfrɛfo bisaa wɔn se, “Dɛn na yɛnyɛ Awurade Apam Adaka yi? Monkyerɛ yɛn ɔkwan a yɛmfa so nsan mfa nkɔ asase a efi so no so.”"
3,"“Don't send it back without a gift,” the priests and fortunetellers answered. “Send along something to Israel's God to make up for taking the chest in the first place. Then you will be healed, and you will find out why the Lord was causing you so much trouble.”","Wɔka kyerɛɛ wɔn se, “Monsan mfa Israel Nyankopɔn Apam Adaka no nkɔ faako a mokɔfaa no, na momfa akyɛde nka ho. Momfa afɔdi afɔre nka ho, na ama ɔyaredɔm no agyae. Na sɛ ɔyaredɔm no annyae a, ɛbɛma moahu sɛ ɛnyɛ Onyankopɔn na ɔde bae.”"
4,"“What should we send?” the Philistines asked. The priests and fortunetellers answered: There are five Philistine rulers, and they all have the same disease that you have.","Wobisae se, “Ɛno de, na afɔdi afɔre bɛn na yɛmfa nkɔ?” Na wɔka kyerɛɛ wɔn se, “Esiane sɛ ɔyaredɔm no abɔ mo ne mo asodifo baanum nti, monyɛ sikakɔkɔɔ te sɛ pɔmpɔ sɛso anum ne sikakɔkɔɔ akisi sɛso anum te sɛ nea asodifo no dodow te."
5,"So make five gold models of the sores and five gold models of the rats that are wiping out your crops. If you honor the God of Israel with this gift, maybe he will stop causing trouble for you and your gods and your crops.","Monyɛ saa nneɛma yi nyinaa mfa nkyerɛ nidi a mowɔ ma Israel Nyankopɔn. Na ebia, obegyaa mo, mo anyame ne mo asase amanehunu no."
6,"Don't be like the Egyptians and their king. They were stubborn, but when Israel's God was finished with them, they had to let Israel go.","Monnyɛ asoɔden, nnyɛ atuatewfo, sɛnea Farao ne Misraimfo yɛe no. Wɔamma Israelfo ankɔ kosii sɛ Onyankopɔn maa ɔyaredɔm tew guu wɔn so."
7,"Get a new cart and two cows that have young calves and that have never pulled a cart. Hitch the cows to the cart, but take the calves back to their barn.","“Afei, monyɛ teaseɛnam foforo, na monhwehwɛ anantwibere abien a afei na wɔawo mma foforo. Monhwɛ sɛ wɔntwee teaseɛnam da. Momfa anantwi no nsesa teaseɛnam no na montetew wɔn mma no mfi wɔn ho, mfa wɔn nkogu wɔn buw mu."
8,Then put the chest on the cart. Put the gold rats and sores into a bag and put it on the cart next to the chest. Then send it on its way.,"Momfa Awurade Apam Adaka no nsi teaseɛnam no mu, na momfa adakawa a sikakɔkɔɔ akisi sɛso ne sikakɔkɔɔ pɔmpɔ sɛso wɔ mu no nsi nkyɛn. Afei, momma anantwi no nkɔ baabiara a wɔpɛ."
9,"Watch to see if the chest goes on up the road to the Israelite town of Beth-Shemesh. If it goes back to its own country, you will know that it was the Lord who made us suffer so badly. But if the chest doesn't go back to its own country, then the Lord had nothing to do with the disease that hit us—it was simply bad luck.","Na sɛ wɔtra yɛn asase hye, na wokodu Bet-Semes a, ɛbɛma yɛahu sɛ, ɛyɛ Awurade na ɔde saa amanehunu kɛse yi baa yɛn so. Na sɛ amma no saa a, yebehu sɛ saa ɔyaredɔm a ɛbaa yɛn so no yɛ akwanhyia bi, na mmom, emfi Awurade, wɔ ɔkwan biara so.”"
10,"The Philistines followed their advice. They hitched up the two cows to the cart, but they kept their calves in a barn.","Wɔyɛɛ saa. Wɔfaa anantwi abien a wɔawo foforo de wɔn saa teaseɛnam no so, na wɔde wɔn mma no guu buw mu."
11,"Then they put the chest on the cart, along with the bag that had the gold rats and sores in it.",Wɔde Awurade Apam Adaka no sii teaseɛnam no mu. Wɔde adakawa a sikakɔkɔɔ akisi sɛso ne sikakɔkɔɔ pɔmpɔ sɛso wɔ mu no sii ho.
12,"The cows went straight up the road toward Beth-Shemesh, mooing as they went. The Philistine rulers followed them until they got close to Beth-Shemesh.","Afei, anantwi no de su faa ɔtempɔn a ɛkɔ Bet-Semes no so tee. Filistifo asodifo dii wɔn akyi ara kosii Bet-Semes hye so."
13,"The people of Beth-Shemesh were harvesting their wheat in the valley. When they looked up and saw the chest, they were so happy that they stopped working and started celebrating.","Saa bere no, na Bet-Semesfo retwa wɔn atoko wɔ obon no mu. Enti wɔpagyaw wɔn ani huu Adaka no, wodii ahurusi."
16,"When the five rulers of the Philistines saw what had happened, they went back to Ekron that same day.","Filistifo asodifo baanum no hwɛɛ eyinom nyinaa, na da no ara, wɔsan kɔɔ Ekron."
17,"That is how the Philistines sent gifts to the Lord to make up for taking the sacred chest. They sent five gold sores, one each for their towns of Ashdod, Gaza, Ashkelon, Gath, and Ekron.","Sikakɔkɔɔ mpɔmpɔ sɛso a Filistifo no de kɔɔ sɛ asodi afɔre, de maa Awurade no yɛ akyɛde a efi Asdod, Gasa, Askelon, Gat ne Ekron asodifo nkyɛn."
18,They also sent one gold rat for each walled town and for every village that the five Philistine rulers controlled. The huge stone where the Levites set the chest is still there in Joshua's field as a reminder of what happened. The Sacred Chest Is Sent to Kiriath-Jearim,Sikakɔkɔɔ akisi sɛso anum no nso gyina hɔ ma Filistifo nkuropɔn anum no ne nkurow a atwa ho ahyia no a na asodifo baanum no hwɛ so no. Ɔbotan kɛse a na ɛwɔ Bet-Semes a wɔde Awurade Apam Adaka no sii no nso da so tim Yosua afum besi nnɛ sɛ nkae ade a ɛkyerɛ asɛm a esii wɔ hɔ no. Wɔde Apam Adaka No Kɔ Kiriat-Yearim
19,"Some of the men of Beth-Shemesh looked inside the sacred chest, and the Lord God killed","Na Awurade kunkum Bet-Semesfo no mmarima aduɔson sɛ wɔahwɛ Awurade Apam Adaka no mu. Na nea Awurade yɛe no nti, nnipa no twaa agyaadwo pa ara."
20,"and they started saying, “No other God is like the Lord! Who can go near him and stay alive? We'll have to send the chest away from here. But where can we send it?”","Wosu bisae se, “Hena na obetumi agyina Awurade, Ɔkronkronni Nyankopɔn anim? Ɛhe na yebetumi de adaka yi afi ha akɔ?”"
21,"They sent messengers to tell the people of Kiriath-Jearim, “The Philistines have sent back the sacred chest. Why don't you take it and keep it there with you?”","Enti wɔsomaa abɔfo kɔɔ Kiriat-Yearimfo nkyɛn kɔka kyerɛɛ wɔn se, “Filistifo no asan de Awurade Apam Adaka no aba. Yɛsrɛ mo, mommra ha mmegye!”"
1,"The people of Kiriath-Jearim got the chest and took it to Abinadab's house, which was on a hill in their town. They chose his son Eleazar to take care of it,",Enti Kiriat-Yearimfo begyee Awurade Apam Adaka no. Wɔde kɔɔ Abinadab fi a ɛda bepɔw nkyɛn baabi. Ɛhɔ na wodwiraa ne babarima Eleasar sɛ ɔnhwɛ so.
3,"One day, Samuel told all the people of Israel, “If you really want to turn back to the Lord, then prove it. Get rid of your foreign idols, including the ones of the goddess Astarte. Turn to the Lord with all your heart and worship only him. Then he will rescue you from the Philistines.”","Na Samuel ka kyerɛɛ Israelfo nyinaa se, “Sɛ mode mo koma nyinaa resan akɔ Awurade nkyɛn de a, ɛno de, montwe mo ho mfi ananafo anyame ne Astoret ahoni ho. Munsi mo adwene pi sɛ mobɛyɛ osetie ama Awurade, na monsom ɔno nko, na obegye mo afi Filistifo nsam.”"
4,The people got rid of their idols of Baal and Astarte and began worshiping only the Lord.,"Enti Israelfo no too Baalim ne Astoret gui, som Awurade nko."
5,"Then Samuel said, “Tell everyone in Israel to meet together at Mizpah, and I will pray to the Lord for you.”","Afei, Samuel ka kyerɛɛ Israelfo no nyinaa se, “Mo nyinaa mommra Mispa, na memmɔ Awurade mpae mma mo.”"
6,"The Israelites met together at Mizpah with Samuel as their leader. They drew water from the well and poured it out as an offering to the Lord. On that same day they went without eating to show their sorrow, and they confessed they had been unfaithful to the Lord. The Philistines Attack Israel","Enti wɔboaa wɔn ho ano wɔ hɔ. Na wɔn anyankamade mu no, wɔsaw nsu fi abura bi mu, na wohwie guu Awurade anim. Wodii abuada da no, na wɔkaa nokware sɛ wɔayɛ bɔne atia Awurade. Enti Mispa hɔ na Samuel bɛyɛɛ Israel so temmufo."
7,"When the Philistine rulers found out about the meeting at Mizpah, they sent an army there to attack the people of Israel. The Israelites were afraid when they heard that the Philistines were coming.","Bere a Filistifo sodifo no tee sɛ Israel nyinaa aboa wɔn ho ano wɔ Mispa no, wɔboaboaa wɔn asraafo ano, tu teɛe. Na Israelfo no tee sɛ Filistifo no rebɛn wɔn no, wɔn koma tuu yiye."
8,“Don't stop praying!” they told Samuel. “Ask the Lord our God to rescue us.”,"Woguan toaa Samuel se, “Srɛ Awurade, yɛn Nyankopɔn, na onnye yɛn mfi Filistifo nsam.”"
10,"Samuel begged the Lord to rescue Israel, then he sacrificed a young lamb to the Lord. Samuel had not even finished offering the sacrifice when the Philistines started to attack. But the Lord answered his prayer and made thunder crash all around them. The Philistines panicked and ran away.","Bere a Samuel gu so rebɔ ɔhyew afɔre no, Filistifo no baa sɛ wɔrebɛko. Nanso Onyankopɔn de aprannaa nne a emu yɛ duru yiye kasa fi soro, maa basabasayɛ sii Filistifo no mu, maa Israelfo no dii wɔn so nkonim."
11,"The men of Israel left Mizpah and went after them as far as the hillside below Beth-Car, killing every enemy soldier they caught.","Israel mmarima pam wɔn fi Mispa, kosii Bet-Kar, kunkum wɔn guu ɔkwan so."
13,"The Philistines were so badly beaten that it was quite a while before they attacked Israel again. After the battle, Samuel set up a monument between Mizpah and the rocky cliffs. He named it “Help Monument” to remind Israel how much the Lord had helped them. For as long as Samuel lived, the Lord helped Israel fight the Philistines.","Enti wodii Filistifo no so, na wɔantumi ammegye Israelfo nsase amfa wɔ bere tenten bi mu. Na Samuel nkwa nna mu nyinaa, Awurade nsa a ɛyɛ den no tiaa Filistifo."
14,The Israelites were even able to recapture their towns and territory between Ekron and Gath. Israel was also at peace with the Amorites. Samuel Is a Leader in Israel,Na Israel nkurow a ɛbɛn Ekron ne Gat no a na Filistifo no agyigye no. Wɔde asase a aka a Filistifo no agyigye no kaa ho. Ɛmaa asomdwoe baa Israel ne Amorifo ntam saa bere no.
15,Samuel was a leader in Israel all his life.,Samuel kɔɔ so yɛɛ Israel so temmufo ne nkwa nna a aka nyinaa.
16,"Every year he would go around to the towns of Bethel, Gilgal, and Mizpah where he served as judge for the people.","Afe biara, na otu kwan kyinkyin bu atɛn wɔ nʼasennii. Ofi ase wɔ Bet-El de kɔ Gilgal na wawie wɔ Mispa. Obuu Israelfo atɛn wɔ saa nkurow yi biara so."
17,Then he would go back to his home in Ramah and do the same thing there. He also had an altar built for the Lord at Ramah.,"Afei, na ɔsan ba ne kurom Rama bedi nsɛm wɔ hɔ nso. Na Samuel sii afɔremuka wɔ Rama de maa Awurade."
2,"Samuel had two sons. The older one was Joel, and the younger one was Abijah. When Samuel was getting old, he let them be leaders at Beersheba.","Nʼabakan no din de Yoel, na ne ba a ɔto so abien no din de Abiya. Na wɔyɛ atemmufo wɔ Beer-Seba."
3,But they were not like their father. They were dishonest and accepted bribes to give unfair decisions.,"Nanso na ne mmabarima no nte sɛ wɔn agya. Wɔyɛɛ sikanibere, gyigyee adanmude, san buu ntɛnkyew."
4,One day the nation's leaders came to Samuel at Ramah,Enti Israel mpanyimfo nyinaa hyiaa Samuel wɔ Rama ne no bedii saa asɛm yi ho nkɔmmɔ.
5,"and said, “You are an old man. You set a good example for your sons, but they haven't followed it. Now we want a king to be our leader, just like all the other nations. Choose one for us!”","Wɔka kyerɛɛ no se, “Woabɔ akwakoraa, na wo mmabarima nso nnantew wʼakwan so; enti si ɔhene na onni yɛn anim sɛnea aman bebree yɛ no no.”"
6,"Samuel was upset to hear the leaders say they wanted a king, so he prayed about it.","Wɔn abisade no anyɛ Samuel dɛ nti, ɔkɔɔ Awurade anim kobisaa akwankyerɛ."
7,"The Lord answered: Samuel, do everything they want you to do. I am really the one they have rejected as their king.","Na Awurade ka kyerɛɛ Samuel se, “Tie nsɛm a ɔmanfo no reka kyerɛ wo no na yɛ. Ɛnyɛ wo na wɔapo, na mmom, me na wɔapo me, sɛ minnni wɔn so hene bio."
8,"Ever since the day I rescued my people from Egypt, they have turned from me to worship idols. Now they are turning away from you.","Efi bere a miyii wɔn fii Misraim no besi nnɛ yi no, wɔakɔ so apo me akodi anyame afoforo akyi; na nnɛ yi, saa ara na wɔde reyɛ wo."
9,"Do everything they ask, but warn them and tell them how a king will treat them.","Ɛno nti, tie wɔn, nanso bɔ wɔn kɔkɔ anibere so, na ma wonhu ɔkwan a ɔhene a ɔrebedi wɔn so no de wɔn bɛfa so.”"
10,Samuel told the people who were asking for a king what the Lord had said:,Enti Samuel kaa Awurade kɔkɔbɔ no kyerɛɛ nnipa no.
11,"If you have a king, this is how he will treat you. He will force your sons to join his army. Some of them will ride in his chariots, some will serve in the cavalry, and others will run ahead of his own chariot.","“Sɛɛ na ɔhene ne mo bɛtena. Ɔhene bɛtwe mo mmabarima na wama wɔde ne nteaseɛnam ne apɔnkɔ asom, na wama wɔn atu mmirika adi ne nteaseɛnam anim."
13,Your daughters will have to make perfume or do his cooking and baking.,"Ɔhene no begye mo mmabea afi mo nsam, na wahyɛ wɔn ama wɔanoa nnuan, na wɔato nnuan, na wɔayɛ nnuhuam nso ama no."
14,"The king will take your best fields, as well as your vineyards, and olive orchards and give them to his own officials.","Obegye mo mfuw ne mo bobe mfuw ne mo ngo mfuw a eye no afi mo nsam, na ɔde ama ɔno ankasa nʼasomfo."
15,He will also take a tenth of your grain and grapes and give it to his officers and officials.,"Obegye mo nnɔbae mu nkyɛmu du mu baako, na wakyekyɛ ama nʼadwumayɛfo ne nʼasomfo."
16,The king will take your slaves and your best young men and your donkeys and make them do his work.,"Ɔbɛpɛ sɛ obenya mo mfenaa ne nkoa, na wagye mo anantwi papa ne mo mfurum de wɔn ayɛ nʼadwuma."
17,"He will also take a tenth of your sheep and goats. You will become the king's slaves,",Obegye mo nguan mu nkyɛmu du mu baako na moayɛ nʼasomfo.
18,and you will finally cry out for the Lord to save you from the king you wanted. But the Lord won't answer your prayers.,"Sɛ da no du a, mobɛsrɛ ahomegye afi saa ɔhene a morepɛ no no nkyɛn, nanso Awurade remmoa mo.”"
